38	84	253	129	55	26	4
83	182	557	270	116	49	4
99	207	636	309	137	59	4
100	221	677	333	144	59	4
110	235	729	357	158	60	4
120	249	762	375	159	66	4
120	250	784	384	165	66	4
120	256	799	394	172	66	4
120	263	813	401	172	73	4
120	271	829	408	179	73	4
127	278	841	420	179	74	4
127	278	854	425	186	80	4
128	285	874	443	186	80	4
134	285	887	443	193	80	4
134	293	893	450	193	80	4
134	293	906	460	193	80	4
145	304	931	470	200	80	4
145	311	950	477	200	80	4
146	311	972	488	214	88	4
152	311	972	488	214	88	4
152	318	972	490	214	88	4
152	318	974	496	214	88	4
152	318	983	496	214	88	4
152	318	966	496	214	88	4
143	312	945	490	212	88	4
140	297	901	464	203	80	4
130	273	825	430	179	80	4
112	236	712	377	158	69	4
90	196	578	312	130	52	4
78	165	483	271	111	49	4
65	134	389	225	91	41	4
50	104	295	172	69	30	4
26	54	155	91	34	11	4
2	10	32	23	0	0	4
