16	39	109	61	22	11	4
74	148	455	217	96	45	4
91	178	544	259	115	51	4
104	214	659	314	142	59	4
125	257	790	379	166	70	4
146	301	925	436	192	83	4
154	325	1004	476	213	90	4
160	342	1060	503	218	91	4
167	354	1092	515	227	97	4
167	354	1102	515	227	97	4
167	354	1102	515	227	97	4
167	354	1100	515	227	97	4
167	361	1099	515	227	97	4
168	368	1119	520	227	97	4
174	375	1146	543	235	97	4
174	380	1166	550	237	97	4
182	386	1182	557	243	98	4
182	393	1198	565	250	104	4
182	399	1226	576	250	104	4
182	399	1208	576	250	104	4
182	391	1177	564	247	104	4
171	366	1108	534	233	101	4
159	341	1034	497	216	92	4
149	318	956	463	201	84	4
137	294	884	430	185	84	4
120	258	760	372	158	67	4
88	184	537	265	110	49	4
39	82	217	119	45	20	4
6	16	27	23	1	2	4
