6	4	13	24	18	8	6
8	17	44	80	93	51	6
20	37	88	166	194	102	6
26	56	135	254	296	157	6
37	68	170	319	362	196	6
45	85	203	374	421	230	6
45	91	223	409	463	256	6
55	100	246	447	505	281	6
55	111	272	491	556	307	6
62	122	288	533	605	334	6
62	122	300	552	629	345	6
62	129	300	552	623	345	6
62	120	288	534	610	337	6
62	112	275	507	579	325	6
62	103	252	473	539	304	6
51	97	224	424	486	270	6
45	79	174	336	388	214	6
28	48	108	214	244	134	6
19	24	50	104	118	64	6
5	2	12	32	33	15	6
5	2	4	12	8	4	6
