26	56	165	87	35	16	4
62	125	397	199	88	35	4
77	162	506	260	117	46	4
94	200	620	325	144	65	4
110	234	721	389	172	75	4
121	258	797	426	186	75	4
131	281	878	447	195	82	4
135	288	913	459	203	82	4
141	302	945	477	210	82	4
148	304	968	477	210	82	4
148	312	972	489	211	89	4
148	320	997	503	217	89	4
155	326	1010	503	226	89	4
155	326	1013	516	226	89	4
155	334	1028	516	226	89	4
155	334	1043	520	233	89	4
163	336	1053	529	233	97	4
163	344	1061	531	233	97	4
163	346	1073	539	233	97	4
163	359	1099	547	241	97	4
163	359	1099	554	241	97	4
163	356	1088	551	241	97	4
160	335	1023	524	229	97	4
148	317	965	496	213	87	4
148	311	950	490	213	87	4
148	311	937	487	213	87	4
148	311	931	481	213	87	4
140	303	925	481	205	87	4
140	296	892	462	202	85	4
129	270	823	427	183	79	4
108	226	684	363	153	63	4
81	172	512	276	116	48	4
55	115	334	184	76	30	4
34	67	186	104	41	20	4
14	31	77	50	12	5	4
8	7	20	19	4	5	4
8	7	11	12	4	5	4
0	7	11	12	4	3	4
