-1	2	-1	6	10	19	6
-1	2	15	36	96	163	6
8	16	34	83	211	360	6
16	23	54	136	344	591	6
18	31	77	188	470	825	6
29	44	96	235	587	1031	6
29	48	104	267	658	1165	6
30	54	116	285	709	1246	6
36	54	116	299	736	1293	6
36	54	116	280	694	1230	6
36	54	113	265	657	1176	6
28	45	98	235	584	1052	6
28	39	79	193	480	862	6
20	26	53	132	322	598	6
6	8	31	69	172	316	6
-1	1	8	19	47	91	6
