0	0	2	14	23	64	1
0	0	9	23	57	157	1
6	7	9	35	86	232	1
6	7	17	43	115	309	1
6	7	24	60	135	362	1
6	7	24	60	160	416	1
6	8	24	72	170	461	1
6	17	32	80	191	504	1
13	17	32	80	201	535	1
13	17	32	87	209	551	1
13	17	32	87	216	563	1
13	17	32	87	217	581	1
13	17	32	95	223	600	1
13	17	32	95	223	601	1
13	17	32	95	231	610	1
13	17	32	95	231	623	1
13	17	39	95	238	623	1
13	17	39	95	238	623	1
13	17	39	95	238	617	1
13	17	39	95	233	599	1
13	17	39	95	227	587	1
13	17	39	95	227	587	1
13	17	39	95	227	587	1
13	17	39	95	227	587	1
13	17	39	95	227	587	1
13	17	39	87	219	578	1
13	17	37	87	202	535	1
13	17	31	68	166	441	1
13	9	20	40	99	264	1
3	7	1	9	24	63	1
3	1	1	2	1	7	1
3	1	1	2	1	7	1
3	1	1	2	1	7	1
