2	0	1	12	25	71	1
2	6	6	25	59	160	1
2	6	12	37	92	246	1
2	6	19	47	120	320	1
10	6	19	61	147	394	1
10	16	26	75	168	449	1
10	16	26	75	183	488	1
10	16	33	83	190	516	1
10	16	33	83	196	526	1
10	16	33	83	196	531	1
10	16	33	83	196	537	1
10	16	33	83	203	537	1
10	16	33	83	203	537	1
10	16	33	83	203	537	1
10	16	33	83	203	539	1
10	16	33	83	203	547	1
10	16	33	83	203	547	1
10	16	33	83	205	551	1
10	16	33	83	213	560	1
10	16	33	85	213	569	1
10	16	33	93	220	583	1
10	16	33	93	220	591	1
10	16	33	93	220	591	1
10	16	34	93	220	598	1
10	16	40	93	220	598	1
10	16	40	93	220	598	1
10	16	40	93	221	598	1
10	16	40	93	227	598	1
10	16	40	93	227	598	1
10	16	40	93	225	595	1
10	16	40	93	216	576	1
10	16	40	83	208	551	1
10	16	35	80	189	507	1
10	16	23	59	143	384	1
2	7	13	25	63	169	1
2	0	1	2	2	16	1
