52	103	329	159	70	33	4
72	146	461	226	99	43	4
88	182	572	276	122	47	4
99	209	656	315	141	57	4
106	223	702	347	154	64	4
110	240	748	365	159	64	4
116	255	789	383	167	74	4
123	257	804	398	173	74	4
123	265	831	411	173	74	4
123	272	839	411	180	74	4
123	272	846	418	180	74	4
123	272	840	418	180	74	4
123	276	856	422	180	74	4
134	283	880	433	193	81	4
134	290	897	445	193	81	4
134	290	913	455	193	81	4
134	299	919	455	200	81	4
134	299	916	455	200	81	4
134	290	898	453	200	81	4
134	287	868	435	192	81	4
125	265	811	407	180	76	4
109	234	714	365	158	67	4
94	200	606	317	135	59	4
74	167	493	261	110	50	4
51	112	322	172	72	29	4
28	62	168	94	38	12	4
1	14	28	23	5	6	4
