5	5	14	28	17	6	3
13	20	55	132	82	33	3
18	35	93	224	143	59	3
25	53	126	308	197	82	3
32	66	156	376	246	100	3
34	70	178	423	282	118	3
42	76	185	448	300	118	3
42	76	195	464	315	118	3
42	76	195	475	315	125	3
42	76	202	475	315	125	3
42	76	202	475	315	125	3
42	76	202	475	315	125	3
42	76	202	475	315	125	3
42	76	202	479	315	125	3
42	76	191	466	312	125	3
42	76	182	439	295	123	3
42	68	177	419	289	117	3
39	68	171	395	271	107	3
33	68	171	405	271	107	3
33	68	171	418	271	108	3
33	68	181	434	285	117	3
33	75	181	441	295	117	3
33	73	175	418	277	115	3
33	59	145	346	230	91	3
17	29	75	181	117	47	3
1	0	10	26	17	2	3
