1	8	18	37	23	7	3
12	26	64	148	94	40	3
22	40	103	243	153	64	3
27	52	130	311	198	81	3
33	71	165	398	254	104	3
34	78	190	452	296	121	3
40	78	204	488	327	134	3
44	88	220	529	346	142	3
50	95	238	564	363	142	3
50	96	248	594	376	149	3
50	102	255	604	389	156	3
51	102	257	618	390	156	3
57	102	263	619	400	163	3
57	102	263	625	406	163	3
57	102	263	633	406	163	3
57	109	272	648	415	165	3
57	109	278	663	426	171	3
57	111	285	677	428	171	3
57	117	287	687	441	179	3
57	117	295	704	450	179	3
59	117	295	710	452	179	3
65	119	302	725	461	189	3
65	125	311	733	466	189	3
65	125	311	747	475	189	3
65	125	319	759	484	199	3
65	125	319	766	490	199	3
65	125	319	766	490	199	3
65	125	319	766	490	199	3
65	125	319	757	488	199	3
65	125	313	742	479	199	3
65	125	302	716	461	191	3
65	117	285	676	441	179	3
56	114	274	646	424	179	3
56	108	261	615	404	164	3
56	108	247	593	393	164	3
56	99	233	559	368	155	3
50	86	207	492	328	135	3
38	63	156	367	250	100	3
29	45	100	240	162	66	3
9	24	52	122	83	33	3
0	8	15	31	26	4	3
0	0	8	12	10	4	3
