19	41	69	41	21	6	9	6
50	105	175	100	47	19	19	6
71	135	222	128	62	25	19	6
85	162	267	153	76	32	19	6
96	184	306	177	90	36	19	6
118	214	361	205	105	42	31	6
119	231	391	227	112	49	31	6
132	245	412	239	114	49	31	6
132	253	427	240	120	56	31	6
139	259	442	246	120	56	33	6
139	269	449	256	128	56	29	6
139	269	456	256	128	56	40	6
139	269	456	256	128	56	40	6
139	258	434	245	128	56	37	6
123	232	391	221	111	47	30	6
98	186	311	178	89	41	28	6
74	140	226	128	64	30	18	6
47	86	138	76	39	15	8	6
23	45	75	42	17	13	8	6
11	24	38	20	15	7	8	6
3	11	20	10	9	7	6	6
3	1	7	1	1	7	0	6
