15	31	94	47	20	11	3	4
21	51	158	79	37	18	10	4
31	58	183	93	39	18	4	4
31	67	215	111	45	19	17	4
31	77	246	124	57	25	17	4
38	86	270	138	64	25	17	4
38	93	295	156	64	32	17	4
45	106	318	162	71	32	17	4
46	108	339	179	78	32	17	4
52	117	353	179	78	32	17	4
52	117	353	180	78	32	24	4
52	117	347	186	78	32	24	4
52	117	330	178	78	32	21	4
52	100	311	167	69	32	13	4
44	100	289	158	69	32	13	4
44	92	273	151	61	32	13	4
44	92	264	146	61	32	13	4
44	83	254	140	61	24	13	4
36	83	243	132	61	24	13	4
36	83	243	132	53	24	13	4
36	75	227	124	53	24	13	4
36	75	213	112	50	24	13	4
28	61	178	99	44	24	13	4
15	38	110	63	27	11	10	4
4	12	30	21	8	11	0	4
