4	6	14	31	22	7	3
10	26	61	147	98	41	3
20	28	83	202	134	54	3
20	47	114	272	179	71	3
27	59	145	345	232	91	3
38	67	172	407	272	110	3
38	77	189	452	299	122	3
45	84	205	483	322	131	3
45	84	213	512	342	138	3
45	84	221	520	347	138	3
45	84	221	525	358	146	3
45	84	221	525	358	146	3
45	84	221	525	358	146	3
45	84	221	517	358	146	3
45	84	221	517	358	146	3
45	84	221	517	358	146	3
45	84	219	514	358	146	3
45	84	210	495	341	138	3
45	84	202	474	334	138	3
45	84	202	468	326	130	3
45	84	194	461	326	130	3
45	84	201	475	327	130	3
45	84	211	503	346	143	3
45	84	219	514	354	143	3
45	84	219	514	354	143	3
45	84	219	514	354	143	3
45	84	219	514	354	143	3
45	84	219	514	354	143	3
45	91	219	514	354	143	3
45	91	211	503	354	143	3
45	83	201	476	333	133	3
37	72	178	422	298	120	3
34	61	150	357	253	103	3
22	43	111	264	190	75	3
14	34	78	185	136	55	3
11	17	46	111	78	33	3
4	9	20	47	32	16	3
4	9	7	9	9	5	3
4	1	7	9	9	5	3
