10	18	34	18	8	4	2	6
36	76	139	76	38	14	9	6
49	105	188	103	53	24	9	6
66	125	226	122	62	24	17	6
78	147	263	142	76	31	17	6
78	161	297	161	78	31	17	6
90	178	324	174	91	39	17	6
92	186	338	184	92	39	19	6
101	198	351	195	98	40	25	6
101	210	366	202	98	46	25	6
101	210	371	209	105	46	23	6
101	217	380	209	105	46	31	6
110	217	380	209	105	46	22	6
110	217	380	209	105	46	22	6
110	214	378	209	105	46	22	6
110	205	366	209	105	46	22	6
98	195	346	191	97	46	22	6
80	162	290	163	79	35	22	6
65	132	236	132	65	32	22	6
40	86	153	87	41	19	13	6
27	48	87	50	21	11	0	6
16	25	53	28	16	8	0	6
8	10	24	17	10	2	0	6
2	2	13	6	10	2	0	6
2	2	6	-1	-1	2	-6	6
