9	29	18	8	5	6	0	5
53	139	79	33	18	6	6	5
84	219	125	46	19	6	6	5
116	300	170	65	29	6	7	5
149	385	217	82	38	16	13	5
182	468	258	97	46	16	13	5
210	540	293	115	53	16	13	5
230	601	326	128	59	23	13	5
248	650	353	132	66	23	13	5
268	689	374	145	66	30	20	5
268	707	384	150	66	30	12	5
276	725	395	150	66	30	12	5
276	725	395	150	66	30	12	5
276	717	395	150	73	30	25	5
268	708	387	150	73	30	15	5
268	694	387	150	65	30	15	5
265	677	370	148	65	30	15	5
253	651	362	137	65	30	15	5
234	608	334	131	65	22	15	5
198	515	278	108	47	22	15	5
135	351	187	74	35	14	6	5
74	197	107	40	23	6	6	5
30	89	48	16	6	6	6	5
7	35	17	10	6	6	4	5
7	14	9	3	6	6	-1	5
