24	59	35	11	6	7	0	5
60	156	85	29	13	7	8	5
74	200	108	39	20	7	6	5
90	234	125	50	20	7	0	5
98	260	140	51	20	14	7	5
105	283	151	57	30	14	14	5
112	299	159	57	30	14	1	5
119	314	166	68	30	14	8	5
119	328	172	68	30	14	16	5
119	336	174	68	30	14	5	5
120	336	181	68	30	14	5	5
126	331	178	68	30	14	12	5
123	320	172	68	30	14	4	5
115	302	155	66	30	14	4	5
106	287	155	60	30	14	4	5
106	274	144	60	30	14	4	5
89	244	130	49	30	14	4	5
73	196	104	40	19	14	4	5
50	131	72	24	17	4	4	5
24	68	37	13	11	4	4	5
7	20	9	6	3	4	4	5
7	6	9	6	3	4	4	5
