6	9	13	28	19	11	6	3
14	25	67	158	97	41	19	3
21	37	94	227	142	59	36	3
21	47	119	284	177	76	36	3
30	53	136	327	205	83	47	3
30	53	147	351	225	91	47	3
30	64	154	368	239	92	47	3
30	64	155	386	246	98	47	3
30	64	161	386	246	98	47	3
30	64	161	386	246	98	47	3
30	64	161	378	246	98	47	3
30	64	153	375	234	98	47	3
30	64	153	360	234	98	47	3
30	64	144	349	222	90	47	3
30	62	144	338	220	90	47	3
30	56	141	325	211	90	47	3
30	56	135	316	203	82	39	3
30	56	124	297	193	79	39	3
30	48	108	270	173	73	39	3
22	42	96	230	149	59	33	3
22	32	71	171	109	46	23	3
8	15	36	91	56	24	12	3
8	3	4	20	13	2	0	3
