32	92	47	18	10	3	5	5
59	166	90	31	12	5	6	5
85	209	112	44	18	12	9	5
91	245	132	51	25	12	7	5
101	275	144	55	25	12	7	5
110	299	156	61	25	12	7	5
110	307	165	61	25	12	7	5
110	314	165	61	25	12	7	5
117	314	165	61	25	12	8	5
117	314	165	61	25	12	14	5
117	306	165	61	25	12	14	5
108	290	153	61	25	12	14	5
99	267	135	58	25	12	2	5
88	241	121	50	25	12	2	5
76	208	105	44	17	12	2	5
64	170	90	38	17	12	2	5
44	133	69	27	17	12	2	5
37	94	53	19	9	4	2	5
21	61	29	17	9	4	2	5
7	28	10	11	0	4	-5	5
1	9	7	8	0	4	-5	5
1	-1	0	2	0	4	-5	5
