5	5	9	20	60	37	11	2
5	12	27	64	196	120	48	2
5	13	36	85	258	158	75	2
12	19	43	107	306	190	79	2
12	19	47	111	332	206	89	2
12	19	53	120	358	220	91	2
12	26	53	127	380	238	100	2
12	26	53	133	394	245	100	2
12	26	60	140	407	256	111	2
12	26	60	140	414	257	111	2
12	26	60	140	414	263	111	2
12	26	60	140	422	263	103	2
12	26	60	140	422	263	103	2
12	26	60	140	422	263	103	2
12	26	60	140	422	264	103	2
12	26	60	140	422	270	103	2
12	26	60	140	413	261	103	2
12	26	60	140	400	255	103	2
12	26	58	127	360	229	93	2
12	19	41	91	266	173	68	2
12	10	21	44	126	87	32	2
3	4	9	11	25	23	6	2
