71	160	521	208	92	35	24	4
98	227	744	296	128	50	26	4
105	247	795	323	138	57	22	4
114	252	829	338	148	57	37	4
114	258	842	345	148	57	34	4
114	258	855	345	148	57	27	4
114	265	871	352	155	64	27	4
114	265	871	352	155	64	27	4
114	267	883	360	155	64	34	4
121	275	894	360	155	64	28	4
121	275	880	360	155	64	35	4
113	259	839	342	153	64	35	4
113	245	792	326	138	56	35	4
102	230	740	305	135	56	32	4
100	218	691	284	124	56	31	4
91	206	656	276	118	47	21	4
91	203	629	259	110	47	21	4
91	191	617	259	110	47	21	4
91	191	611	257	110	47	21	4
83	186	586	245	108	39	21	4
74	164	520	216	91	39	19	4
56	120	378	159	67	29	13	4
28	62	190	86	33	10	13	4
13	26	76	42	13	7	0	4
3	0	-15	1	0	0	0	4
-7	-13	-57	-14	-5	0	0	4
