1	4	7	8	9	25	1
1	4	7	14	42	108	1
1	4	18	28	76	203	1
1	12	18	49	113	299	1
8	12	26	60	146	390	1
8	12	26	71	174	468	1
8	12	28	83	196	521	1
15	19	37	90	225	597	1
15	19	37	103	245	646	1
15	19	38	103	257	674	1
15	20	44	110	263	702	1
15	26	44	110	277	726	1
15	26	44	117	278	746	1
15	26	44	117	290	767	1
15	26	44	117	298	773	1
15	26	44	117	298	773	1
15	26	44	117	296	768	1
15	26	44	117	290	761	1
15	26	45	117	290	761	1
15	26	51	117	292	776	1
15	26	51	117	298	783	1
15	26	51	117	298	783	1
15	26	51	117	293	766	1
15	26	51	117	282	737	1
15	26	51	106	264	690	1
15	26	41	104	246	642	1
15	26	41	98	228	601	1
15	18	41	96	221	582	1
15	18	41	90	221	569	1
15	18	41	90	206	540	1
15	18	33	77	181	473	1
7	9	22	52	123	326	1
7	7	7	18	35	94	1
0	1	7	3	2	6	1
