2	6	5	17	24	15	3	6
10	24	47	99	132	77	44	6
17	36	69	140	188	108	56	6
24	40	90	184	242	139	75	6
24	48	112	220	288	171	85	6
32	57	126	255	334	198	94	6
32	63	134	273	365	212	107	6
32	63	140	290	375	218	109	6
32	63	140	290	375	225	113	6
32	63	140	282	375	225	104	6
32	60	138	271	355	211	104	6
32	54	122	256	339	199	95	6
32	54	116	238	315	187	95	6
32	52	104	209	281	163	72	6
19	42	83	177	236	140	66	6
19	30	64	135	181	105	52	6
13	21	45	93	125	72	29	6
7	18	29	60	81	46	23	6
7	9	15	33	46	28	10	6
-1	9	7	18	24	16	4	6
-1	1	7	9	8	6	-1	6
-1	1	0	0	2	-2	-1	6
-1	1	0	0	2	-2	-1	6
