11	12	36	44	36	17	7	6
37	72	170	210	153	71	35	6
47	87	211	262	191	91	45	6
55	111	252	313	228	106	56	6
57	118	279	347	255	120	67	6
63	125	286	355	262	120	60	6
63	125	286	355	262	120	69	6
63	123	283	351	256	120	60	6
60	114	263	325	232	111	60	6
54	101	233	295	217	102	52	6
43	89	196	251	181	86	43	6
43	79	175	229	162	75	43	6
35	64	158	201	145	67	34	6
32	56	125	164	115	52	34	6
26	46	108	137	97	43	24	6
24	34	84	109	78	37	24	6
18	31	72	93	61	28	15	6
16	22	53	73	47	17	15	6
10	8	33	48	32	17	15	6
2	8	16	23	19	6	6	6
2	-2	6	12	5	3	-1	6
2	-2	-2	4	5	-2	-1	6
