35	70	137	97	53	23	15	6
54	105	201	144	79	34	17	6
67	126	244	174	98	44	23	6
77	150	294	212	116	52	30	6
87	172	336	242	134	59	30	6
98	186	363	259	140	66	39	6
103	197	388	281	153	66	39	6
109	204	396	281	153	66	39	6
109	204	396	281	153	66	39	6
109	204	396	281	153	66	39	6
109	202	396	281	153	66	39	6
109	196	385	269	144	66	39	6
107	194	371	266	144	66	39	6
101	188	362	256	135	66	39	6
93	177	341	245	135	64	39	6
90	165	316	224	120	58	39	6
73	136	261	185	99	41	25	6
52	94	184	129	70	34	22	6
28	55	106	77	42	22	12	6
11	24	47	36	16	6	12	6
0	4	6	5	3	0	-2	6
0	4	6	5	3	0	-2	6
