10	11	27	67	43	16	3
17	32	82	191	124	51	3
23	47	117	280	186	76	3
27	61	150	362	240	97	3
34	68	173	411	275	112	3
34	74	192	453	308	128	3
41	75	192	472	323	128	3
41	81	199	478	323	128	3
41	81	199	485	323	128	3
41	81	197	466	320	128	3
41	81	184	443	299	119	3
33	70	178	416	289	119	3
33	68	159	380	264	108	3
33	56	144	349	241	96	3
33	56	136	314	226	94	3
33	56	130	302	214	88	3
25	44	119	283	201	78	3
25	44	107	264	181	78	3
25	44	107	251	173	68	3
25	44	107	242	173	68	3
25	44	96	234	163	68	3
25	44	96	220	152	65	3
25	36	96	218	150	59	3
25	36	85	209	144	59	3
17	36	83	196	133	59	3
17	25	63	161	105	42	3
9	11	31	78	49	18	3
9	3	3	8	6	1	3
1	3	3	8	6	1	3
