3	4	21	46	139	95	41	2
3	11	27	69	205	135	58	2
3	18	38	90	265	176	74	2
4	18	46	116	322	211	88	2
10	18	48	121	359	236	97	2
10	25	54	133	392	259	114	2
17	25	62	145	416	274	114	2
17	25	62	145	422	284	114	2
17	25	62	154	435	291	114	2
17	25	62	154	442	291	121	2
17	25	62	154	442	291	121	2
17	25	62	144	417	284	113	2
17	25	62	133	382	263	108	2
17	25	54	119	344	239	94	2
17	25	46	107	304	212	84	2
9	17	46	95	268	184	76	2
9	17	32	85	230	169	63	2
9	17	32	75	198	146	53	2
9	17	32	75	192	140	53	2
9	17	32	75	192	140	53	2
9	17	32	65	189	138	53	2
9	8	24	58	157	118	51	2
1	8	12	32	84	66	22	2
1	8	3	12	26	25	7	2
1	0	3	6	0	6	0	2
