15	23	32	17	9	5	0	6
61	110	159	78	39	14	5	6
73	141	200	98	49	20	14	6
94	176	244	121	59	27	14	6
107	206	286	140	71	27	21	6
122	228	318	157	77	35	21	6
129	248	346	173	84	35	21	6
131	260	365	175	84	35	21	6
140	271	375	184	91	35	21	6
140	271	376	184	91	35	21	6
140	271	382	184	91	35	21	6
140	271	373	184	91	35	21	6
140	271	373	184	91	42	21	6
140	263	370	184	91	42	21	6
140	263	364	184	91	42	21	6
132	255	349	175	83	42	21	6
132	255	349	175	83	42	21	6
124	240	333	167	83	33	21	6
114	222	307	151	73	33	21	6
92	181	251	125	59	22	13	6
66	134	184	90	42	22	13	6
48	93	130	63	28	11	2	6
27	54	75	38	17	11	2	6
14	23	33	16	11	2	2	6
4	5	10	5	1	2	2	6
