3	12	24	52	31	13	2	3
11	19	59	138	86	30	14	3
11	31	73	176	107	45	18	3
13	31	90	212	130	49	25	3
19	39	103	249	149	63	34	3
19	49	123	286	172	67	34	3
26	49	132	314	190	78	34	3
26	49	134	336	196	85	44	3
26	50	140	340	200	85	33	3
26	56	148	346	209	85	38	3
26	56	148	354	209	85	44	3
26	56	148	354	209	85	44	3
26	56	148	346	209	85	44	3
26	56	140	328	197	85	44	3
26	56	140	328	197	85	44	3
26	56	130	313	186	85	44	3
26	48	130	310	186	77	44	3
26	48	121	292	180	77	36	3
26	48	119	273	170	69	36	3
26	40	106	246	153	66	36	3
16	37	91	215	128	54	31	3
16	25	68	162	96	41	25	3
7	15	42	101	58	21	9	3
7	6	20	45	25	11	0	3
-3	-2	6	9	7	5	0	3
