44	78	85	39	19	12	9	6
82	144	158	72	39	13	9	6
102	177	189	88	40	19	9	6
110	203	216	101	46	19	9	6
119	223	237	114	57	19	17	6
140	250	264	123	57	26	17	6
144	263	283	131	64	26	17	6
154	279	303	139	64	26	17	6
164	295	318	145	71	28	17	6
164	299	326	152	71	34	24	6
165	306	332	152	71	34	24	6
171	306	332	152	71	34	15	6
168	304	330	152	71	34	22	6
162	298	324	152	71	34	22	6
160	290	309	152	71	34	22	6
151	272	297	142	71	34	22	6
133	242	262	123	59	31	22	6
111	201	219	102	53	23	6	6
80	147	161	76	32	12	6	6
51	96	103	48	20	12	6	6
33	65	68	28	12	12	6	6
17	35	35	14	10	3	6	6
8	13	11	6	4	3	-2	6
