8	13	29	27	18	11	3	6
27	55	129	128	82	38	20	6
33	71	162	160	101	50	28	6
45	77	187	182	115	52	36	6
45	94	215	214	134	59	36	6
55	103	239	235	147	66	36	6
55	114	260	250	159	73	36	6
55	114	262	257	159	73	36	6
62	114	270	257	169	73	36	6
62	114	270	264	169	73	36	6
62	114	270	264	169	73	47	6
62	114	258	262	167	73	33	6
62	114	248	256	161	73	33	6
57	105	245	244	153	73	40	6
50	105	236	236	153	73	30	6
50	97	226	229	143	71	30	6
50	94	205	212	131	56	30	6
40	82	178	185	111	53	30	6
31	66	146	154	91	44	18	6
26	49	111	119	67	33	18	6
18	31	72	78	40	24	7	6
12	19	45	50	29	11	7	6
10	13	28	33	21	9	7	6
4	5	9	18	12	3	7	6
4	5	9	10	4	3	7	6
4	-3	0	7	4	3	-1	6
