29	81	42	17	8	3	0	5
75	198	94	37	14	3	6	5
89	235	115	45	21	4	6	5
105	273	136	53	21	10	6	5
114	300	148	62	22	10	6	5
123	327	164	62	28	10	6	5
131	340	174	69	28	10	6	5
131	351	174	69	28	10	6	5
131	351	174	69	28	17	6	5
131	351	166	69	28	17	6	5
131	343	166	69	28	17	6	5
131	331	166	69	28	17	6	5
123	321	157	66	28	17	6	5
121	310	149	60	28	17	6	5
115	290	149	60	28	17	6	5
106	280	138	60	28	17	6	5
106	264	133	58	28	9	6	5
93	243	123	49	19	9	6	5
84	213	107	46	19	9	6	5
66	168	87	37	19	9	6	5
42	112	59	25	11	9	-1	5
27	61	32	16	11	7	0	5
11	29	10	8	3	1	0	5
2	5	10	0	3	1	0	5
