2	9	19	48	142	91	34	2
10	9	31	71	205	132	56	2
10	19	39	99	289	188	80	2
17	26	55	134	392	251	106	2
17	27	63	152	445	289	117	2
17	33	75	171	495	320	136	2
17	33	75	182	539	348	144	2
17	34	82	199	566	368	153	2
17	40	84	201	594	389	158	2
18	40	92	216	619	403	167	2
24	40	92	223	638	423	176	2
24	40	92	223	650	429	184	2
24	40	92	230	660	437	175	2
24	40	92	230	656	434	183	2
24	40	92	218	627	417	174	2
24	40	92	207	590	393	171	2
24	40	84	191	548	369	151	2
24	38	76	176	507	342	145	2
24	32	76	168	468	314	132	2
24	32	67	153	441	302	127	2
24	32	67	150	418	284	113	2
16	32	61	139	390	267	113	2
16	30	55	125	353	246	103	2
16	24	47	118	318	223	92	2
16	22	42	96	270	193	77	2
7	16	33	71	198	142	60	2
7	10	19	45	121	90	39	2
7	4	11	21	63	53	22	2
7	4	11	10	29	26	12	2
7	4	3	7	7	10	-1	2
