5	16	41	20	7	6	5	4
29	62	200	85	37	15	5	4
36	74	239	103	44	23	13	4
36	83	263	115	45	23	3	4
45	89	288	124	51	23	16	4
45	96	305	132	58	23	16	4
45	96	305	132	58	23	16	4
45	96	305	132	58	23	16	4
45	96	312	132	58	23	16	4
45	96	312	132	58	23	10	4
45	96	312	132	58	23	4	4
45	96	295	132	58	23	4	4
45	93	283	126	58	23	11	4
37	85	251	110	50	23	11	4
34	69	213	90	38	23	3	4
28	61	186	82	38	14	3	4
28	61	176	82	38	14	3	4
28	59	169	74	38	14	3	4
28	50	153	72	30	14	3	4
20	44	125	58	27	14	3	4
15	23	77	33	18	6	3	4
9	5	13	7	3	3	3	4
-2	-2	0	5	3	-2	3	4
