5	15	29	17	6	3	2	4
22	48	150	70	32	13	13	4
30	67	212	97	40	15	3	4
39	87	267	124	53	21	9	4
51	98	313	142	62	21	15	4
51	113	338	155	69	28	15	4
58	120	362	162	69	28	15	4
58	121	382	168	76	28	15	4
58	127	382	175	76	28	15	4
58	127	379	175	76	28	15	4
58	119	371	170	76	28	15	4
58	119	359	164	68	28	15	4
58	119	345	164	68	28	15	4
58	107	339	155	68	28	15	4
58	107	323	147	68	28	15	4
50	105	306	141	60	28	15	4
50	99	288	138	60	28	6	4
41	88	265	125	51	28	13	4
41	80	247	119	51	20	13	4
41	77	218	107	43	20	13	4
29	67	190	90	41	20	5	4
29	55	154	81	35	20	5	4
21	37	104	53	19	12	5	4
8	15	56	29	14	4	5	4
8	10	18	13	5	4	5	4
0	4	0	3	0	4	5	4
