-2	4	10	11	22	24	2
0	4	12	31	88	58	2
7	6	21	54	153	103	2
7	15	27	71	211	142	2
7	15	40	92	268	174	2
7	15	42	107	316	205	2
17	25	53	125	364	232	2
17	25	55	139	394	255	2
17	32	62	151	436	283	2
17	32	68	165	474	311	2
17	32	68	172	491	322	2
17	32	75	180	510	336	2
17	32	75	180	529	347	2
17	32	82	187	539	354	2
24	32	82	194	551	365	2
24	39	82	194	568	372	2
24	39	82	194	570	378	2
24	39	82	201	576	385	2
24	39	89	201	584	385	2
24	39	89	208	595	396	2
24	39	89	208	595	397	2
24	39	89	208	611	403	2
24	39	89	219	611	413	2
24	39	89	219	618	413	2
24	39	89	219	618	420	2
24	39	89	219	618	420	2
24	39	89	219	618	420	2
24	39	89	219	630	420	2
24	39	90	219	630	420	2
24	39	96	219	630	420	2
24	39	96	220	641	422	2
24	41	96	226	646	436	2
24	47	96	226	653	436	2
24	47	96	226	653	436	2
24	47	96	226	653	436	2
24	47	96	226	645	436	2
24	47	96	226	640	428	2
24	47	96	226	634	428	2
24	47	96	217	626	428	2
24	47	96	217	626	417	2
24	47	96	217	615	414	2
24	47	88	207	594	405	2
24	47	88	207	586	405	2
24	47	88	207	586	400	2
24	47	88	207	578	394	2
24	47	88	207	576	394	2
24	39	88	202	564	391	2
24	39	80	189	537	370	2
24	36	72	171	488	340	2
24	28	62	146	415	295	2
16	28	53	117	337	238	2
16	20	40	99	274	193	2
8	20	34	71	201	142	2
8	8	12	38	99	72	2
8	8	6	7	21	21	2
