8	18	56	27	15	4	2	4
20	48	157	66	29	13	9	4
33	62	211	85	35	13	9	4
33	78	261	107	49	20	9	4
40	93	297	125	56	20	16	4
42	104	330	134	57	27	16	4
50	106	356	149	63	27	16	4
50	116	381	158	70	27	16	4
50	123	404	165	71	27	16	4
60	130	421	165	77	27	16	4
60	132	430	173	77	28	16	4
60	138	451	183	77	34	16	4
60	138	451	183	77	34	16	4
60	138	445	183	77	34	16	4
60	138	435	183	77	34	16	4
60	135	417	174	77	34	16	4
60	126	400	168	77	34	16	4
49	120	367	155	69	34	16	4
49	106	331	137	58	26	16	4
46	94	287	123	53	26	8	4
29	71	206	92	36	23	8	4
18	41	122	58	23	14	8	4
10	20	62	35	11	6	5	4
10	14	27	18	5	6	0	4
1	0	0	2	5	6	0	4
1	0	0	2	-2	6	0	4
