18	40	29	16	5	4	1	6
83	145	121	51	24	11	7	6
118	207	170	74	31	18	7	6
150	263	216	94	44	18	8	6
174	300	246	107	48	18	14	6
189	335	276	117	55	25	14	6
195	346	284	117	55	25	14	6
189	328	274	117	55	25	14	6
180	317	268	117	55	25	14	6
177	311	256	117	55	25	14	6
171	304	248	108	55	25	14	6
171	293	248	108	55	25	14	6
159	284	239	108	55	25	14	6
159	284	239	108	55	25	14	6
159	284	239	108	55	25	14	6
159	284	239	108	55	25	14	6
159	281	236	108	55	25	14	6
141	251	209	92	44	23	14	6
105	190	157	67	33	17	14	6
62	114	94	39	17	7	2	6
29	56	44	15	12	7	2	6
0	10	10	1	5	0	2	6
0	10	3	1	-2	0	2	6
