-1	1	2	9	11	29	19	1
-1	1	6	25	60	161	93	1
-1	1	12	33	84	227	139	1
-1	8	12	41	104	279	176	1
-1	8	19	55	123	327	203	1
6	8	19	55	138	364	228	1
6	8	26	55	145	384	239	1
6	8	26	63	152	400	256	1
6	8	26	63	152	400	256	1
6	8	26	63	150	383	247	1
6	8	26	63	144	378	238	1
6	8	26	55	144	372	238	1
6	8	26	55	144	364	228	1
6	8	26	55	144	376	238	1
6	8	26	55	144	378	245	1
6	8	26	56	144	384	235	1
6	8	26	62	144	384	235	1
6	8	26	62	144	378	235	1
6	8	26	60	138	361	232	1
6	8	26	52	125	319	207	1
6	8	14	43	96	258	170	1
6	8	14	27	69	185	123	1
4	6	5	17	38	101	66	1
-1	0	5	8	13	37	24	1
-1	0	5	2	4	3	8	1
