1	3	8	10	20	29	12	6
1	4	19	43	103	140	83	6
8	10	21	57	127	172	103	6
8	10	27	71	163	218	133	6
8	17	34	87	199	265	162	6
8	17	41	99	229	308	182	6
8	17	49	109	250	337	206	6
16	24	49	110	257	359	213	6
16	24	49	116	266	366	213	6
16	24	49	116	273	366	213	6
16	24	49	123	275	376	228	6
16	24	49	123	283	384	235	6
16	24	49	123	281	381	226	6
16	24	49	120	259	356	214	6
16	24	38	106	234	322	193	6
8	24	38	93	203	283	169	6
8	15	28	73	161	230	134	6
8	7	19	46	103	150	86	6
6	7	13	23	53	82	47	6
0	0	0	2	15	29	15	6
0	0	0	2	0	0	0	6
