48	122	67	31	10	9	1	5
65	166	91	38	17	9	7	5
76	196	110	45	17	9	7	5
86	229	128	47	17	9	7	5
97	255	142	54	18	9	7	5
111	280	156	62	24	9	7	5
113	302	163	62	25	9	7	5
120	317	173	70	31	9	14	5
120	329	173	70	31	16	14	5
130	337	181	70	31	16	14	5
130	337	181	70	31	16	6	5
130	337	188	70	31	16	6	5
130	337	188	70	31	16	6	5
121	326	180	70	31	16	6	5
121	317	177	70	31	16	6	5
119	306	164	70	31	16	6	5
113	287	156	61	31	16	6	5
101	257	144	58	29	16	6	5
82	214	120	47	23	13	6	5
56	154	85	36	13	6	6	5
30	83	45	19	10	6	3	5
8	36	18	13	4	6	-2	5
5	7	5	3	4	6	-2	5
