5	11	25	64	41	17	3
12	34	73	177	121	50	3
23	41	107	252	173	71	3
23	58	135	319	220	90	3
33	58	153	361	253	102	3
33	70	171	406	286	113	3
40	70	184	438	307	123	3
40	77	199	471	327	135	3
40	85	215	500	348	137	3
40	85	222	525	364	144	3
47	85	222	531	370	151	3
47	92	222	531	370	151	3
47	92	222	531	370	151	3
47	92	229	538	371	151	3
47	92	230	552	383	151	3
47	92	236	557	381	151	3
47	92	228	535	369	151	3
45	92	210	504	347	142	3
39	84	204	479	331	140	3
39	84	194	460	323	134	3
39	84	186	443	314	124	3
39	76	183	437	304	124	3
39	76	177	425	296	124	3
39	76	177	416	296	124	3
39	76	175	416	284	116	3
39	76	169	416	284	116	3
39	76	174	427	291	116	3
39	76	188	453	310	130	3
39	83	195	478	325	130	3
39	83	197	487	332	137	3
46	83	207	493	342	137	3
46	83	207	490	342	137	3
46	83	198	477	331	137	3
41	80	182	438	302	127	3
35	65	151	368	257	105	3
24	47	113	278	193	81	3
24	40	81	204	141	58	3
15	22	55	140	90	39	3
7	17	32	82	50	21	3
7	9	7	32	19	7	3
7	3	7	14	10	7	3
-2	3	7	14	10	7	3
