14	30	94	45	19	12	0	4
25	57	175	87	38	20	7	4
33	76	234	117	52	20	7	4
41	95	282	141	62	22	7	4
52	107	329	165	73	30	14	4
59	121	365	185	81	31	14	4
59	121	382	189	81	37	14	4
59	128	382	195	81	37	14	4
59	128	379	195	81	37	14	4
59	126	361	186	81	37	14	4
59	120	353	186	81	37	14	4
59	120	344	178	81	37	14	4
59	120	336	178	81	37	14	4
59	112	336	178	81	37	14	4
59	112	331	175	73	37	14	4
56	112	321	169	73	37	14	4
48	104	315	169	73	37	14	4
48	104	297	163	73	37	14	4
48	93	266	143	61	29	14	4
45	85	232	129	53	23	14	4
36	66	190	105	46	23	14	4
19	38	105	61	25	13	7	4
6	14	30	21	6	4	-3	4
