18	27	90	46	19	11	7	4
18	56	163	82	34	18	16	4
32	69	206	106	42	18	5	4
32	76	239	123	51	18	17	4
42	82	263	130	59	25	17	4
42	82	263	137	59	25	17	4
42	89	270	139	59	25	9	4
42	89	277	146	59	25	9	4
42	89	286	146	59	25	9	4
42	91	295	157	67	25	16	4
42	97	308	157	67	26	16	4
42	97	315	164	67	32	16	4
42	104	313	164	67	32	16	4
42	96	296	164	67	32	16	4
42	96	282	156	67	32	7	4
42	88	264	145	58	32	18	4
40	83	243	134	58	23	9	4
34	74	212	119	53	23	9	4
26	60	172	99	40	23	9	4
26	47	130	74	34	15	9	4
9	27	73	44	19	7	9	4
7	11	24	18	7	7	1	4
1	1	2	3	0	4	1	4
