9	17	38	62	56	26	14	6
20	43	104	153	143	71	37	6
28	57	135	201	183	93	47	6
35	68	162	242	220	107	52	6
35	77	178	267	244	124	61	6
42	77	190	287	261	126	61	6
42	77	191	294	263	132	61	6
42	84	200	311	276	136	69	6
42	84	200	312	280	142	69	6
42	84	207	318	290	142	69	6
42	84	199	307	273	136	63	6
42	73	177	276	249	124	57	6
34	62	148	230	209	104	56	6
25	52	117	184	168	83	37	6
25	38	89	145	129	64	37	6
14	22	62	103	92	45	20	6
14	22	44	75	68	39	20	6
6	12	34	57	51	28	13	6
6	12	26	44	30	22	3	6
6	10	17	35	30	14	3	6
6	4	14	24	19	14	3	6
6	4	8	12	13	3	3	6
6	4	-1	4	7	3	1	6
3	4	-1	4	-2	3	-4	6
