1	2	9	21	58	37	16	2
1	10	21	59	171	104	44	2
8	17	34	83	242	148	62	2
8	18	48	106	315	189	83	2
15	24	49	124	370	221	95	2
15	24	55	139	412	246	102	2
15	24	66	149	439	264	109	2
15	31	73	161	475	285	124	2
15	31	73	171	502	303	124	2
15	31	73	178	523	313	129	2
15	31	73	178	523	313	135	2
15	31	73	178	520	313	135	2
15	31	73	178	503	310	126	2
15	31	73	170	486	300	126	2
15	31	73	161	466	291	126	2
15	31	73	161	458	291	115	2
15	31	73	161	458	291	115	2
15	31	73	161	458	291	115	2
15	31	73	161	449	285	115	2
15	31	63	152	432	275	115	2
15	31	63	143	410	263	112	2
15	29	53	127	353	232	91	2
6	18	39	90	248	170	66	2
6	10	16	44	119	89	33	2
6	4	5	12	31	30	6	2
4	4	5	4	-1	9	0	2
