147	367	223	86	41	20	5
338	843	510	201	89	38	5
413	1041	616	239	109	51	5
460	1171	688	267	123	51	5
517	1322	777	302	137	59	5
565	1443	852	331	152	60	5
608	1563	917	358	165	73	5
644	1656	967	379	175	73	5
675	1737	1008	394	180	81	5
699	1793	1033	408	188	81	5
705	1823	1050	408	188	81	5
716	1859	1055	415	188	82	5
733	1895	1066	415	195	88	5
745	1926	1077	422	195	88	5
760	1973	1096	428	195	88	5
760	1967	1097	428	202	88	5
760	1978	1106	428	202	88	5
764	1980	1106	436	202	88	5
768	1980	1102	434	202	88	5
752	1947	1081	428	194	88	5
745	1926	1068	423	194	88	5
691	1789	989	385	174	77	5
652	1684	924	364	167	75	5
544	1405	764	298	136	61	5
463	1190	642	250	112	55	5
340	890	473	183	82	36	5
191	518	274	103	45	21	5
110	304	163	61	24	12	5
69	202	105	40	12	12	5
27	94	42	14	5	4	5
