5	13	19	41	86	76	37	6
5	13	32	80	157	134	70	6
13	23	46	104	202	178	93	6
13	23	57	126	251	220	108	6
21	30	70	150	301	258	135	6
21	40	76	172	335	290	145	6
21	40	77	178	356	299	151	6
21	40	83	185	356	311	161	6
21	40	83	185	356	311	161	6
21	40	83	174	354	303	146	6
21	40	74	164	330	284	140	6
21	32	66	152	298	258	130	6
21	32	66	137	267	235	114	6
21	32	55	124	240	212	108	6
21	24	52	106	207	185	93	6
12	24	44	92	180	161	85	6
12	16	36	78	148	133	71	6
12	16	20	50	98	89	38	6
12	8	18	35	65	58	29	6
10	8	12	25	47	44	19	6
4	8	9	19	26	27	16	6
4	8	3	7	13	12	3	6
4	8	3	5	4	4	-4	6
4	8	3	0	-3	4	-4	6
